grade,day,prefix,meaning,word,word_meaning,example_sentence,root_family,difficulty,quiz_question,quiz_answer,app_tab,book_order,day_label,section_order_in_day,prefix_meaning,etymology_note,example_korean,related_words
1,14,-ate/-ite,특징을 가진(quality of),definite,"분명한, 뚜렷한, 확실한",It’s impossible for me to give you a definite answer.,definite,mid,What does definite mean?,"분명한, 뚜렷한, 확실한",etymology,456,DAY 14,2,특징을 가진(quality of),de(= completely) + fin(= finire: limit) + ite(접사) → 확실하게 제한하는,내가 당신에게 분명한 대답을 주는 것은 불가능하다.,
1,14,-ate/-ite,특징을 가진(quality of),favorite,"가장 좋아하는 n. 좋아하는 사람, 좋아하는 것",Stephen King is one of my favorite writers.,favorite|favor,mid,What does favorite mean?,"가장 좋아하는 n. 좋아하는 사람, 좋아하는 것",etymology,457,DAY 14,2,특징을 가진(quality of),favor(= goodwill) + ite(접사) → 선의의 특징을 가진,Stephen King은 내가 가장 좋아하는 작가들 중 한 명이다.,
1,14,-ant/-ent,성향이 있는(inclined to),relevant,"연관된, 적절한, 유의미한",All evidence relevant to this case must be given to the police.,relevant|relevance,mid,What does relevant mean?,"연관된, 적절한, 유의미한",etymology,458,DAY 14,3,성향이 있는(inclined to),relev(= relevare: lighten) + ant(접사) → 가볍게 만드는 성향이 있는 → 연관이 있는,이 사건과 연관된 모든 증거가 경찰에 제출되어야 한다.,
1,14,-ant/-ent,성향이 있는(inclined to),brilliant,"훌륭한, 뛰어난, 아주 밝은, 눈부신",A brilliant young engineer invented the device.,brilliant|brilliance,mid,What does brilliant mean?,"훌륭한, 뛰어난, 아주 밝은, 눈부신",etymology,459,DAY 14,3,성향이 있는(inclined to),brilli(= brillare: glitter 반짝이다) + ant(접사) → 반짝이는 성향이 있는,한 뛰어난 젊은 공학자가 그 장치를 발명했다.,bright|vivid|vibrant
1,14,-ant/-ent,성향이 있는(inclined to),buoyant,"부력이 있는, 자신감에 차 있는, 경기가 좋은",Salt water is more buoyant than fresh water.,buoyant|buoyancy,mid,What does buoyant mean?,"부력이 있는, 자신감에 차 있는, 경기가 좋은",etymology,460,DAY 14,3,성향이 있는(inclined to),buoy(= lift) + ant(접사) → 위로 올라가는 성향이 있는,바닷물은 민물보다 부력이 더 크다.,
1,14,-ant/-ent,성향이 있는(inclined to),vibrant,"떨리는, 진동하는, 활기찬",,vibrant|vibrate|vibration,mid,What does vibrant mean?,"떨리는, 진동하는, 활기찬",etymology,461,DAY 14,3,성향이 있는(inclined to),vibr(= vibrare: shake) + ant(접사) → 흔들리는 성향이 있는,His vibrant voice is fantastic. 그의 떨리는 목소리는 환상적이다.,
1,14,-ant/-ent,성향이 있는(inclined to),absorbent,"잘 빨아들이는, 흡수력 있는",These paper towels are very absorbent.,absorbent|absorb|absorption,mid,What does absorbent mean?,"잘 빨아들이는, 흡수력 있는",etymology,462,DAY 14,3,성향이 있는(inclined to),ab(= from) + sorb(= sorbere: suck in) + ent(접사) → 빨아들이는 성향이 있는,이 종이 수건들은 흡수력이 매우 좋다.,
1,14,-ful,"가득한, 풍부한(full of)",delightful,"기분 좋은, 마음에 드는",There is a delightful little garden behind the house.,delightful|delight,mid,What does delightful mean?,"기분 좋은, 마음에 드는",etymology,463,DAY 14,4,"가득한, 풍부한(full of)",delight(= delite: pleasure) + ful(접사) → 즐거움이 풍부한,그 집 뒤에 마음에 드는 작은 정원이 있다.,
1,14,-ful,"가득한, 풍부한(full of)",grateful,"고마워하는, 감사하는",I’m grateful for very simple things.,grateful,mid,What does grateful mean?,"고마워하는, 감사하는",etymology,464,DAY 14,4,"가득한, 풍부한(full of)",grate(= gratus: gratitude 감사) + ful(접사) → 감사로 가득한,나는 매우 소박한 것들에 감사한다.,
1,14,-ful,"가득한, 풍부한(full of)",harmful,해로운,Smoking is harmful to your health.,harmful|harm,mid,What does harmful mean?,해로운,etymology,465,DAY 14,4,"가득한, 풍부한(full of)","harm(= hurt, evil) + ful(접사) → 고통과 악으로 가득한",흡연은 건강에 해롭다.,
1,14,-ful,"가득한, 풍부한(full of)",respectful,"존중하는, 경의를 표하는",We should be respectful of other people’s points of view.,respectful|respect,mid,What does respectful mean?,"존중하는, 경의를 표하는",etymology,466,DAY 14,4,"가득한, 풍부한(full of)",re(= back) + spect(= specere: look at) + ful(접사) → 뒤를 보게 되는,우리는 다른 사람들의 관점을 존중해야 한다.,
1,14,-ful,"가득한, 풍부한(full of)",skillful,"능숙한, 숙련된, 솜씨 있는",She was a skillful and experienced negotiator.,skillful|skill,mid,What does skillful mean?,"능숙한, 숙련된, 솜씨 있는",etymology,467,DAY 14,4,"가득한, 풍부한(full of)",skill(= skil: distinction 뛰어남) + ful(접사) → 뛰어남으로 가득한,그녀는 능숙하고 경험 있는 협상가였다.,
1,14,-al,관계가 있는(relating to),literal,"문자 그대로의, 직역의",A literal meaning of the name Tapies is ‘walls.’,literal|literalness,mid,What does literal mean?,"문자 그대로의, 직역의",etymology,468,DAY 14,1,관계가 있는(relating to),liter(= letter) + al(접사) → 문자와 관계가 있는,Tapies라는 이름의 문자 그대로의 의미는 ‘벽’이다.,
1,14,-al,관계가 있는(relating to),formal,"격식을 차린, 공식적인",I don’t think the shoes will match formal wear.,formal|formalize,mid,What does formal mean?,"격식을 차린, 공식적인",etymology,469,DAY 14,1,관계가 있는(relating to),"form(격식, 형식) + al(접사) → 격식과 관계가 있는",나는 그 신발이 정장에 어울리지 않을 거라고 생각한다.,
1,14,-al,관계가 있는(relating to),historical,"역사의, 역사상의",The man writes historical novels.,historical|historic,mid,What does historical mean?,"역사의, 역사상의",etymology,470,DAY 14,1,관계가 있는(relating to),histor(= history: 역사) + ic(접사) + al(접사) → 역사와 관계가 있는,그 남자는 역사 소설을 쓴다.,
1,14,-al,관계가 있는(relating to),biological,생물학의,Puberty is a time of rapid biological change.,biological,mid,What does biological mean?,생물학의,etymology,471,DAY 14,1,관계가 있는(relating to),biolog(= biology: 생물학) + ic(접사) + al(접사) → 생물학과 관계가 있는,사춘기는 급격한 생물학적 변화가 일어나는 시기이다.,
1,14,-al,관계가 있는(relating to),chemical,"화학적인, 화학의",They succeeded in developing a new chemical product.,chemical,mid,What does chemical mean?,"화학적인, 화학의",etymology,472,DAY 14,1,관계가 있는(relating to),chem(= alchemy: 연금술) + ic(접사) + al(접사) → 화학과 관계가 있는,그들은 새 화학제품을 개발하는 데 성공했다.,
1,14,-al,관계가 있는(relating to),medical,"의학의, 의료의",My father worked hard for the development of medical science.,medical|medicine,mid,What does medical mean?,"의학의, 의료의",etymology,473,DAY 14,1,관계가 있는(relating to),medic(=medicus: 의사) + al(접사) → 의사와 관계가 있는,나의 아버지는 의학 발전을 위해 열심히 일하셨다.,
1,14,-al,관계가 있는(relating to),national,"국가의, 국립의",They are very important national heritage.,national|nationalize,mid,What does national mean?,"국가의, 국립의",etymology,474,DAY 14,1,관계가 있는(relating to),nation + al(접사) → 국가와 관계가 있는,그것들은 매우 중요한 국가 유산이다.,
1,14,-ish,특징이 있는(characteristic),childish,"유치한, 어린애 같은",You’d better not be so childish.,childish|childishness,mid,What does childish mean?,"유치한, 어린애 같은",etymology,475,DAY 14,2,특징이 있는(characteristic),child + ish(접사) → 어린이의 특징을 가진,너는 그렇게 유치하게 굴지 않는 게 좋을 거야.,childish|childlike
1,14,-ish,특징이 있는(characteristic),foolish,"어리석은, 멍청한",You were foolish to believe what she told you.,foolish|foolishness,mid,What does foolish mean?,"어리석은, 멍청한",etymology,476,DAY 14,2,특징이 있는(characteristic),fool + ish(접사) → 바보의 특징을 가진,그녀가 네게 한 말을 믿다니 너는 어리석었어.,
1,14,-ish,특징이 있는(characteristic),selfish,이기적인,It was selfish of her to make you do it all.,selfish|selfishness,mid,What does selfish mean?,이기적인,etymology,477,DAY 14,2,특징이 있는(characteristic),self + ish(접사) → 자기 자신만 생각하는 특징이 있는,그녀가 그 모든 일을 네가 하도록 시킨 것은 이기적이었어.,
1,14,-ish,특징이 있는(characteristic),reddish,불그스름한,Cathy had her hair dyed reddish.,reddish|reddishness,mid,What does reddish mean?,불그스름한,etymology,478,DAY 14,2,특징이 있는(characteristic),redd(= red) + ish(접사) → 빨간색의 특징을 지닌,Cathy는 자신의 머리를 불그스름하게 염색했다.,
1,15,-less,없는(without),countless,"셀 수 없이 많은, 무수한",Countless people are suffering from the disease.,countless|countlessly,mid,What does countless mean?,"셀 수 없이 많은, 무수한",etymology,479,DAY 15,3,없는(without),count + less(접사) → 셀 수 없는,셀 수 없이 많은 사람들이 그 병을 앓고 있다.,
1,15,-less,없는(without),valueless,"가치가 없는, 무가치한","If the results are biased, the study is valueless.",valueless|valuelessness,mid,What does valueless mean?,"가치가 없는, 무가치한",etymology,480,DAY 15,3,없는(without),value + less(접사) → 가치가 없는,그 결과가 편향된 것이라면 그 연구는 가치가 없다.,
1,15,-less,없는(without),careless,부주의한,It was careless of me to leave the computer on.,careless|carelessness,high,What does careless mean?,부주의한,etymology,481,DAY 15,3,없는(without),care + less(접사) → 주의가 없는,컴퓨터를 켜 놓다니 내가 부주의했어.,
1,15,-less,없는(without),painless,"아프지 않은, 고통 없는",The treatment will be painless if you don’t move.,painless,mid,What does painless mean?,"아프지 않은, 고통 없는",etymology,482,DAY 15,3,없는(without),pain + less(접사) → 고통이 없는,"네가 움직이지만 않는다면, 그 치료는 아프지 않을 거야.",
1,15,-less,없는(without),useless,쓸모없는,It is useless to regret at this point.,useless|uselessly,mid,What does useless mean?,쓸모없는,etymology,483,DAY 15,3,없는(without),use + less(접사) → 사용할 수 없는,이제 와서 후회하는 것은 아무 쓸모없다.,
1,15,-y,"관계가 있는(relating to), 마다(every)",timely,시기적절한,It was timely advice to us all.,timely|timeliness,mid,What does timely mean?,시기적절한,etymology,484,DAY 15,4,"관계가 있는(relating to), 마다(every)",time + ly(접사) → 시간과 관계가 있는,그것은 우리 모두에게 시기적절한 조언이었다.,
1,15,-y,"관계가 있는(relating to), 마다(every)",costly,비용이 많이 드는,Buying a new car may be too costly.,costly,mid,What does costly mean?,비용이 많이 드는,etymology,485,DAY 15,4,"관계가 있는(relating to), 마다(every)",cost + ly(접사) → 비용과 관계가 있는,새 자동차를 사는 것은 비용이 너무 많이 들지도 모른다.,
1,15,-y,"관계가 있는(relating to), 마다(every)",leisurely,"여유로운, 한가한",I want to enjoy a leisurely life after retirement.,leisurely|leisureliness,mid,What does leisurely mean?,"여유로운, 한가한",etymology,486,DAY 15,4,"관계가 있는(relating to), 마다(every)",leisure + ly(접사) → 여가와 관계가 있는,나는 은퇴 후에 여유로운 삶을 즐기고 싶다.,
1,15,-y,"관계가 있는(relating to), 마다(every)",monthly,"월간의, 매월의",My boss told me to take care of the monthly report.,monthly,mid,What does monthly mean?,"월간의, 매월의",etymology,487,DAY 15,4,"관계가 있는(relating to), 마다(every)",month + ly(접사) → 한 달마다의,나의 사장님이 내게 월간 보고서를 처리하라고 말씀하셨다.,
1,15,-y,"관계가 있는(relating to), 마다(every)",yearly,"1년의, 매년의",The facility is checked on a yearly basis.,yearly,mid,What does yearly mean?,"1년의, 매년의",etymology,488,DAY 15,4,"관계가 있는(relating to), 마다(every)",year(년) + ly(접사) → 일 년마다의,그 시설은 1년 단위로 점검된다.,
1,15,-y,"관계가 있는(relating to), 특징이 있는(characteristic)",noisy,"시끄러운, 소음이 있는",My car becomes very noisy when it runs fast.,noisy|noisiness,mid,What does noisy mean?,"시끄러운, 소음이 있는",etymology,489,DAY 15,5,"관계가 있는(relating to), 특징이 있는(characteristic)",nois(= noise) + y(접사) → 소음의 특징이 있는,내 차는 빨리 달릴 때 아주 시끄러운 소리가 난다.,
1,15,-y,"관계가 있는(relating to), 특징이 있는(characteristic)",dusty,먼지투성이의,The old house was dusty.,dusty,mid,What does dusty mean?,먼지투성이의,etymology,490,DAY 15,5,"관계가 있는(relating to), 특징이 있는(characteristic)",dust(먼지) + y(접사) → 먼지와 관계가 있는,그 오래된 집은 먼지투성이였다.,
1,15,-y,"관계가 있는(relating to), 특징이 있는(characteristic)",healthy,"건강한, 건강에 좋은",A healthy diet is important for children.,healthy,mid,What does healthy mean?,"건강한, 건강에 좋은",etymology,491,DAY 15,5,"관계가 있는(relating to), 특징이 있는(characteristic)",health + y(접사) → 건강과 관계가 있는,건강에 좋은 식사는 아이들에게 중요하다,
1,15,-y,"관계가 있는(relating to), 특징이 있는(characteristic)",worthy,"가치가 있는, 자격이 있는",The finding is worthy of notice.,worthy|worthiness,mid,What does worthy mean?,"가치가 있는, 자격이 있는",etymology,492,DAY 15,5,"관계가 있는(relating to), 특징이 있는(characteristic)",worth + y(접사) → 가치와 관계가 있는,그 연구 결과는 주목할 만한 가치가 있다.,
1,15,-ize,"~이 되게 하다(cause to be), ~이 되다(become), ~한 행위를 나타내다",apologize,"사과하다, 변명하다, 변호하다",Mary admitted the mistake and apologized.,apologize|apology,mid,What does apologize mean?,"사과하다, 변명하다, 변호하다",etymology,493,DAY 15,1,"~이 되게 하다(cause to be), ~이 되다(become), ~한 행위를 나타내다","apo(= from, off) + log(= logos: speech) + ize(접사) → 변호하는 말을 하다",Mary는 실수를 인정하고 사과했다.,
1,15,-ize,"~이 되게 하다(cause to be), ~이 되다(become), ~한 행위를 나타내다",moralize,"훈계하다, 설교하다",His father moralized him and accused him of being lazy.,moralize|moral|morality,mid,What does moralize mean?,"훈계하다, 설교하다",etymology,494,DAY 15,1,"~이 되게 하다(cause to be), ~이 되다(become), ~한 행위를 나타내다",→ 사회에서 적절한 행동을 취하게 하다,그의 아버지는 그를 훈계했고 그가 게으른 것을 비난했다.,
1,15,-ize,"~이 되게 하다(cause to be), ~이 되다(become), ~한 행위를 나타내다",characterize,"특성을 기술하다, 성격을 묘사하다, ~에 특성을 부여하다","Scientists characterize the humanities as uncertain, vague and irrelevant.",characterize|characterization,mid,What does characterize mean?,"특성을 기술하다, 성격을 묘사하다, ~에 특성을 부여하다",etymology,495,DAY 15,1,"~이 되게 하다(cause to be), ~이 되다(become), ~한 행위를 나타내다",character(특성) + ize(접사) → 특성을 나타내다,과학자들은 인문학을 불확실하고 모호하고 엉뚱하다고 기술한다.,
1,15,-ize,"~이 되게 하다(cause to be), ~이 되다(become), ~한 행위를 나타내다",summarize,요약하다,Try to summarize the following passage in a few words.,summarize|summary,mid,What does summarize mean?,요약하다,etymology,496,DAY 15,1,"~이 되게 하다(cause to be), ~이 되다(become), ~한 행위를 나타내다",summar(= summarius: 요약한) + ize(접사) → 요약하다,다음 구절을 몇 단어로 요약해 보시오.,
1,15,-ize,"~이 되게 하다(cause to be), ~이 되다(become), ~한 행위를 나타내다",civilize,"문명화하다, 세련되게 하다",They hoped to civilize the Native Americans.,civilize|civilization,mid,What does civilize mean?,"문명화하다, 세련되게 하다",etymology,497,DAY 15,1,"~이 되게 하다(cause to be), ~이 되다(become), ~한 행위를 나타내다",civil(시민의) + ize(접사) → 시민답게 하다,그들은 아메리카 원주민들을 문명화하기를 희망했다.,
1,15,-ize,"~이 되게 하다(cause to be), ~이 되다(become), ~한 행위를 나타내다",symbolize,"상징하다, 나타내다","Stone symbolizes strength, unity and eternity.",symbolize|symbolization,mid,What does symbolize mean?,"상징하다, 나타내다",etymology,498,DAY 15,1,"~이 되게 하다(cause to be), ~이 되다(become), ~한 행위를 나타내다",symbol(기호) + ize(접사) → 기호화하다,"돌은 힘, 통일성, 그리고 영원을 상징한다.",
1,15,-ize,"~이 되게 하다(cause to be), ~이 되다(become), ~한 행위를 나타내다",emphasize,"강조하다, 역설하다",She emphasized the importance of sharing ideas with others.,emphasize|emphasis,mid,What does emphasize mean?,"강조하다, 역설하다",etymology,499,DAY 15,1,"~이 되게 하다(cause to be), ~이 되다(become), ~한 행위를 나타내다",em(= en: in) + phas(= phainein: show) + ize(접사) → ~을 나타내 보이다 → 강조하다,그녀는 다른 사람들과 생각을 공유하는 것의 중요성을 강조했다.,
1,15,-ize,"~이 되게 하다(cause to be), ~이 되다(become), ~한 행위를 나타내다",memorize,"암기하다, 기억하다, 추도하다",He memorized details from the map.,memorize|memory|memorization,mid,What does memorize mean?,"암기하다, 기억하다, 추도하다",etymology,500,DAY 15,1,"~이 되게 하다(cause to be), ~이 되다(become), ~한 행위를 나타내다","memor(=memoria: 기억, 추억, 추모) + ize(접사) → 기억하다",그는 지도에 나온 세부 사항을 암기했다.,
1,15,-ize,"~이 되게 하다(cause to be), ~이 되다(become), ~한 행위를 나타내다",sympathize,"공감하다, 동정하다, 찬성하다",Creatures sometimes sympathize with each other’s distress.,sympathize|sympathy|sympathetic,mid,What does sympathize mean?,"공감하다, 동정하다, 찬성하다",etymology,501,DAY 15,1,"~이 되게 하다(cause to be), ~이 되다(become), ~한 행위를 나타내다",sym(= syn: together) + path(= pathos: feeling) + ize(접사) → 함께 느끼다,생명체는 때때로 서로의 고통을 공감한다.,
1,15,-ize,"~이 되게 하다(cause to be), ~이 되다(become), ~한 행위를 나타내다",maximize,"극대화하다, 최대한 활용하다",The objective of a business is to maximize profits.,maximize|maximization|maximum,mid,What does maximize mean?,"극대화하다, 최대한 활용하다",etymology,502,DAY 15,1,"~이 되게 하다(cause to be), ~이 되다(become), ~한 행위를 나타내다",maxim(=maximus: greatest) + ize(접사) → 극대화하다,사업의 목적은 이윤을 극대화하는 것이다.,
1,15,-ate,~이 되게 하다(cause to be),originate,"시작되다, 유래하다, 일으키다",The fire originated in the four-story Brown Building.,originate|origination,mid,What does originate mean?,"시작되다, 유래하다, 일으키다",etymology,503,DAY 15,2,~이 되게 하다(cause to be),"origin(기원) + ate(접사) → 기원하다, 생겨나다",화재는 4층짜리 Brown Building에서 시작되었다.,
1,15,-ate,~이 되게 하다(cause to be),motivate,"자극하다, 동기를 부여하다",He was motivated by a desire to hold on to his power.,motivate|motivation,mid,What does motivate mean?,"자극하다, 동기를 부여하다",etymology,504,DAY 15,2,~이 되게 하다(cause to be),motiv(=motive: 동기) + ate(접사) → 의지나 동기를 부여하여 특정한 방식으로 행동하게 하다,그는 자신의 권력을 고수하고자 하는 욕망에 자극받았다.,
1,15,-ate,~이 되게 하다(cause to be),domesticate,"길들이다, 사육하다",Never try to capture and domesticate a wild animal!,domesticate|domestication|domestic,mid,What does domesticate mean?,"길들이다, 사육하다",etymology,505,DAY 15,2,~이 되게 하다(cause to be),"domestic(집안의, 가정 내의) + ate(접사) → 집에 있게 하다",절대로 야생동물을 포획해서 길들이려고 하지 마라!,
1,15,-ate,~이 되게 하다(cause to be),evaporate,"증발하다, 증발시키다, 건조시키다",Hot water evaporates faster than cool water.,evaporate|evaporation,mid,What does evaporate mean?,"증발하다, 증발시키다, 건조시키다",etymology,506,DAY 15,2,~이 되게 하다(cause to be),e(= ex: out) + vapor(= steam) + ate(접사) → 증기를 빠져나가게 하다,뜨거운 물이 차가운 물보다 더 빠르게 증발한다.,
1,15,-fy/-ify,"~하게 하다(make), ~이 되게 하다(cause to be),",classify,"분류[구분]하다, 등급을 매기다",Wines can be classified according to their sugar content.,classify|classification,mid,What does classify mean?,"분류[구분]하다, 등급을 매기다",etymology,507,DAY 15,3,"~하게 하다(make), ~이 되게 하다(cause to be),","classi(= classis: 계급, 등급) + fy(접사) → 구분하게 하다",와인은 당도에 따라 분류될 수 있다.,
1,15,-fy/-ify,"~하게 하다(make), ~이 되게 하다(cause to be),",simplify,"간소화하다, 평이하게 하다",They have done everything they can to simplify the procedure.,simplify|simplification,mid,What does simplify mean?,"간소화하다, 평이하게 하다",etymology,508,DAY 15,3,"~하게 하다(make), ~이 되게 하다(cause to be),",simpli(= simple) + fy(접사) → 간단하게 하다,그들은 절차를 간소화하기 위해 자신들이 할 수 있는 모든 것을 해왔다.,
1,15,-fy/-ify,"~하게 하다(make), ~이 되게 하다(cause to be),",amplify,"증폭시키다, 확대하다",Small bones inside each ear amplify sound vibrations up to 15 times.,amplify|ample|amplification,mid,What does amplify mean?,"증폭시키다, 확대하다",etymology,509,DAY 15,3,"~하게 하다(make), ~이 되게 하다(cause to be),","ampl(= amplus: wide, large) + ify(접사) → 넓히다",각각의 내이에 있는 작은 뼈는 소리 진동을 15배까지 증폭시킨다.,
1,15,-fy/-ify,"~하게 하다(make), ~이 되게 하다(cause to be),",diversify,"다양화하다, ~에 변화를 주다",We will diversify products to attract more business.,diversify|diverse|diversification,mid,What does diversify mean?,"다양화하다, ~에 변화를 주다",etymology,510,DAY 15,3,"~하게 하다(make), ~이 되게 하다(cause to be),",divers(= diversus: 다른 방향으로 전환한) + ify(접사) → 다른 방향으로 전환하게 하다,우리는 더 많은 사업체를 끌어들이기 위해 제품을 다양화할 것이다.,
1,15,-fy/-ify,"~하게 하다(make), ~이 되게 하다(cause to be),",intensify,"강화하다, 증대하다, 심화하다",We will intensify efforts to fight corruption.,intensify|intensification|intense|intensely,mid,What does intensify mean?,"강화하다, 증대하다, 심화하다",etymology,511,DAY 15,3,"~하게 하다(make), ~이 되게 하다(cause to be),",intens(= intensus: stretched) + ify(접사) → (관심이나 신경 등이) 뻗어 있게 하다,우리는 부패와 싸우기 위한 노력을 강화할 것이다.,
1,15,-fy/-ify,"~하게 하다(make), ~이 되게 하다(cause to be),",specify,"(구체적으로) 명시하다, 상술하다",Lawmakers often do not specify the meaning of words and,specify|specific|specification,mid,What does specify mean?,"(구체적으로) 명시하다, 상술하다",etymology,512,DAY 15,3,"~하게 하다(make), ~이 되게 하다(cause to be),","speci(= species: kind, sort) + fy(접사) → 일일이 종류를 들어 말하다",phrases. 입법자들은 흔히 단어와 구의 의미를 명시하지 않는다.,
1,15,-fy/-ify,"~하게 하다(make), ~이 되게 하다(cause to be),",identify,"확인하다, 알아보다, 동일시하다",He may be able to identify handwriting by correspondence.,identify|identity|identification,mid,What does identify mean?,"확인하다, 알아보다, 동일시하다",etymology,513,DAY 15,3,"~하게 하다(make), ~이 되게 하다(cause to be),",identi(= identitatem: sameness) + fy(접사) → 동일한 것으로 여기다,그는 서신으로 필적을 확인할 수 있을지도 모른다.,
1,15,-fy/-ify,"~하게 하다(make), ~이 되게 하다(cause to be),",clarify,"명확하게 하다, 분명히 말하다",Questions help clarify the situation.,clarify|clarification,mid,What does clarify mean?,"명확하게 하다, 분명히 말하다",etymology,514,DAY 15,3,"~하게 하다(make), ~이 되게 하다(cause to be),",clar(= clarus: clear) + ify(접사) → 명확하게 하다,질문은 상황을 명확하게 하는 데 도움이 된다.,
1,15,-en,"~이 되게 하다(cause to be), ~이 되다(become),",loosen,"풀다, 느슨하게 하다, 완화하다",He pulled off his boots and loosened his belt.,loosen,mid,What does loosen mean?,"풀다, 느슨하게 하다, 완화하다",etymology,515,DAY 15,4,"~이 되게 하다(cause to be), ~이 되다(become),","loos(= loosen: 느슨한, 구속 받지 않는) + en(접사) → 느슨하게 하다",그는 부츠를 벗고 벨트를 풀었다.,
1,15,-en,"~이 되게 하다(cause to be), ~이 되다(become),",weaken,"약화시키다, 묽게 하다, 약해지다",Suspicion weakens confidence.,weaken,mid,What does weaken mean?,"약화시키다, 묽게 하다, 약해지다",etymology,516,DAY 15,4,"~이 되게 하다(cause to be), ~이 되다(become),","weak(약한, 부드러운) + en(접사) → 약해지게 하다",의심은 자신감을 약화시킨다.,
1,15,-en,"~이 되게 하다(cause to be), ~이 되다(become),",broaden,"넓히다, 넓어지다",This experience helped broaden her view of the world.,broaden,mid,What does broaden mean?,"넓히다, 넓어지다",etymology,517,DAY 15,4,"~이 되게 하다(cause to be), ~이 되다(become),",broad(넓은) + en(접사) → 넓히다,이 경험은 그녀의 세계관을 넓히는 데 도움이 되었다.,
1,15,-en,"~이 되게 하다(cause to be), ~이 되다(become),",worsen,"악화시키다, 악화되다",Cold weather worsens his condition.,worsen,mid,What does worsen mean?,"악화시키다, 악화되다",etymology,518,DAY 15,4,"~이 되게 하다(cause to be), ~이 되다(become),",wors(= worse: 더 나쁜) + en(접사) → 더 나쁘게 만들다,추운 날씨가 그의 상태를 악화시킨다.,
1,15,-en,"~이 되게 하다(cause to be), ~이 되다(become),",strengthen,"강화하다, 강력해지다",He must diversify his attack and strengthen his defense.,strengthen,mid,What does strengthen mean?,"강화하다, 강력해지다",etymology,519,DAY 15,4,"~이 되게 하다(cause to be), ~이 되다(become),","strength(체력, 힘) + en(접사) → 힘을 만들다",그는 공격을 다양화하고 수비를 강화해야 한다.,
1,15,-en,"~이 되게 하다(cause to be), ~이 되다(become),",heighten,"강화하다, 높이다, 고조시키다",Darkness heightens the effect of fear.,heighten,mid,What does heighten mean?,"강화하다, 높이다, 고조시키다",etymology,520,DAY 15,4,"~이 되게 하다(cause to be), ~이 되다(become),","height(가장 높은 곳, 정점) + en(접사) → 높이다",어둠은 두려움의 영향을 강화한다.,
2,16,abil,"적성(aptitude), 능숙한(handy)",capability,"능력, 역량",This work is beyond my capability.,capability|capable,mid,What does capability mean?,"능력, 역량",etymology,521,DAY 16,1,"적성(aptitude), 능숙한(handy)",cap(= hold) + abil(= aptitude) + ity(접사) → 감당하기에 적합한 것,이 일은 내 능력을 넘어 선다(내가 감당하기 어렵다).,
2,16,abil,"적성(aptitude), 능숙한(handy)",availability,"이용 가능성, 효용, 유효성",Hotel room availability and rates change daily.,availability|avail|available,mid,What does availability mean?,"이용 가능성, 효용, 유효성",etymology,522,DAY 16,1,"적성(aptitude), 능숙한(handy)",a(= ad: to) + vail(= worth) + abil(= aptitude) + ity(접사) → ~쪽으로 가치 있게 사용할 수 있음,호텔 객실 이용 가능 여부와 요금은 매일 바뀐다.,
2,16,abil,"적성(aptitude), 능숙한(handy)",disability,"장애, 무능력",He tried to overcome his physical disability.,disability|disable|disabled,mid,What does disability mean?,"장애, 무능력",etymology,523,DAY 16,1,"적성(aptitude), 능숙한(handy)",dis(= not) + abil(= aptitude) + ity(접사) → ~을 하는 데 적합한 능력이 결여된 것,그는 자신의 신체적 장애를 극복하려고 애썼다.,
2,16,act/ag,"움직이다, 행하다(move, do, act), 촉구하다(drive, urge)",active,"활동적인, 적극적인, 활발한",Cats tend to be more active at night.,active|activity|activist,mid,What does active mean?,"활동적인, 적극적인, 활발한",etymology,524,DAY 16,2,"움직이다, 행하다(move, do, act), 촉구하다(drive, urge)",act(= do) + ive(접사) → 열심히 하는,고양이는 밤에 더 활동적인 경향이 있다.,
2,16,act/ag,"움직이다, 행하다(move, do, act), 촉구하다(drive, urge)",actual,"실제의, 사실상의",The novel is based on actual events.,actual|actuality,mid,What does actual mean?,"실제의, 사실상의",etymology,525,DAY 16,2,"움직이다, 행하다(move, do, act), 촉구하다(drive, urge)",actu(= act: do) + al(접사) → 실제로 하는,그 소설은 실제 사건을 토대로 한다.,
2,16,act/ag,"움직이다, 행하다(move, do, act), 촉구하다(drive, urge)",react,반응하다,He reacted to the news by getting angry.,react|reaction|reactive,mid,What does react mean?,반응하다,etymology,526,DAY 16,2,"움직이다, 행하다(move, do, act), 촉구하다(drive, urge)",re(= back) + act(= do) → 어떤 행동을 되받아 행하다,그는 그 뉴스에 화를 내는 반응을 보였다.,
2,16,act/ag,"움직이다, 행하다(move, do, act), 촉구하다(drive, urge)",activate,"작동시키다, 활성화하다",Press the button to activate the machine.,activate|activation,mid,What does activate mean?,"작동시키다, 활성화하다",etymology,527,DAY 16,2,"움직이다, 행하다(move, do, act), 촉구하다(drive, urge)",act(= do) + iv(e)(접사) + ate(접사) → 활발하게 만들다,그 기계를 작동하려면 버튼을 누르세요.,
